title,url,date_range,start_date,end_date,image_url,categories,main_category,site_name,info,site_domain,site_type,scraped_date,detail_title,subtitle,detail_content,summary,venue,address,phone,price,detail_images,image_count,keywords,view_count
그럼에도 불구하고 글과 그림,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2960?menuCd=NS_PRO_CAL,2025-07-19 ~ 2025-09-13,2025-07-19,2025-09-13,https://inmun360.culture.go.kr/b2bc/file/download/49187,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:29,인문네트워크,,,,신청/정원(명),확인하기,041-360-6911,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2960', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
별헤는 밤,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2954?menuCd=NS_PRO_CAL,2025-08-03 ~ 2025-09-13,2025-08-03,2025-09-13,https://inmun360.culture.go.kr/b2bc/file/download/48972,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:29,인문네트워크,,,,신청/정원(명),확인하기,02-944-3142,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2954', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
K덕질기행 : 인문으로 입덕하다,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2895?menuCd=NS_PRO_CAL,2025-07-12 ~ 2025-09-13,2025-07-12,2025-09-13,https://inmun360.culture.go.kr/b2bc/file/download/47330,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:29,인문네트워크,,,,신청/정원(명),확인하기,02-2204-7594,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2895', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
생태에서 길을 찾다:자연이 들려주는 인문이야기,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2865?menuCd=NS_PRO_CAL,2025-07-05 ~ 2025-09-13,2025-07-05,2025-09-13,https://inmun360.culture.go.kr/b2bc/file/download/46898,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:29,인문네트워크,,,,기벌포생활문화센터,확인하기,041-957-9038,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2865', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
인물로 보는 우리 역사 이야기,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2714?menuCd=NS_PRO_CAL,2025-06-28 ~ 2025-09-13,2025-06-28,2025-09-13,https://inmun360.culture.go.kr/b2bc/file/download/44498,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:29,인문네트워크,,,,신청/정원(명),확인하기,032-770-3800,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2714', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
다른 노년의 탄생 : 웰에이징 인문학,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2675?menuCd=NS_PRO_CAL,2025-06-14 ~ 2025-09-13,2025-06-14,2025-09-13,https://inmun360.culture.go.kr/b2bc/file/download/43644,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:29,인문네트워크,,,,신청/정원(명),확인하기,02-459-5522,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2675', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
"원주, 인문학과 서로 통(通)하다",https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2648?menuCd=NS_PRO_CAL,2025-07-05 ~ 2025-09-13,2025-07-05,2025-09-13,https://inmun360.culture.go.kr/b2bc/file/download/43219,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:29,인문네트워크,,,,신청/정원(명),확인하기,033-737-5492,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2648', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
세속적 예술의 매혹-장르로 보는 영화,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2430?menuCd=NS_PRO_CAL,2025-06-21 ~ 2025-09-13,2025-06-21,2025-09-13,https://inmun360.culture.go.kr/b2bc/file/download/40319,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:29,인문네트워크,,,,신청/정원(명),확인하기,02-2061-2274,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2430', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
여성의 시선으로 그려낸 미술사: 경계를 허물고 미술의 세계를 확장하다,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2432?menuCd=NS_PRO_CAL,2025-06-21 ~ 2025-09-13,2025-06-21,2025-09-13,https://inmun360.culture.go.kr/b2bc/file/download/41986,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:29,인문네트워크,,,,신청/정원(명),확인하기,02-449-8855,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2432', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
질문으로 떠나는 철학 여행,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2492?menuCd=NS_PRO_CAL,2025-06-15 ~ 2025-09-14,2025-06-15,2025-09-14,https://inmun360.culture.go.kr/b2bc/file/download/42843,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:29,인문네트워크,,,,신청/정원(명),확인하기,02-2204-6485,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2492', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
[2025 길 위의 인문학] 영화로 보는 인문학,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2939?menuCd=NS_PRO_CAL,2025-07-14 ~ 2025-09-15,2025-07-14,2025-09-15,https://inmun360.culture.go.kr/b2bc/file/download/48856,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:29,인문네트워크,,,,신청/정원(명),확인하기,171645346,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2939', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
예술을 통해 삶과 죽음을 성찰하는 시간(노인인문학&웰다잉),https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2453?menuCd=NS_PRO_CAL,2025-06-24 ~ 2025-09-16,2025-06-24,2025-09-16,https://inmun360.culture.go.kr/b2bc/file/download/40775,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:29,인문네트워크,,,,신청/정원(명),확인하기,02-2663-4764,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2453', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
행복과 부의 공식 : 생활 속 경제인문학(부제: 자본주의&초저성장 시대 잘 산다는 것),https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2428?menuCd=NS_PRO_CAL,2025-06-17 ~ 2025-09-16,2025-06-17,2025-09-16,https://inmun360.culture.go.kr/b2bc/file/download/45697,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:29,인문네트워크,,,,신청/정원(명),확인하기,152623924,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2428', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
"미술, 공간을 만들다",https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2881?menuCd=NS_PRO_CAL,2025-07-01 ~ 2025-09-17,2025-07-01,2025-09-17,https://inmun360.culture.go.kr/b2bc/file/download/47411,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:29,인문네트워크,,,,신청/정원(명),확인하기,031-228-4772,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2881', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
"인문학으로 만나는 또 다른 우리, 재일제주인",https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2741?menuCd=NS_PRO_CAL,2025-07-02 ~ 2025-09-17,2025-07-02,2025-09-17,https://inmun360.culture.go.kr/b2bc/file/download/44849,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:33,인문네트워크,,,,신청/정원(명),확인하기,064-728-8572,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2741', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
동양 고전(古典) 속 삶의 지혜,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2700?menuCd=NS_PRO_CAL,2025-07-02 ~ 2025-09-17,2025-07-02,2025-09-17,https://inmun360.culture.go.kr/b2bc/file/download/44713,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:33,인문네트워크,,,,신청/정원(명),확인하기,055-687-6790,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2700', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
명장면으로 읽는 한국 문학의 힘,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2669?menuCd=NS_PRO_CAL,2025-06-25 ~ 2025-09-17,2025-06-25,2025-09-17,https://inmun360.culture.go.kr/b2bc/file/download/44875,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:33,인문네트워크,,,,신청/정원(명),확인하기,041-956-5016,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2669', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
의정부미술도서관 <아르떼나비: 인생의 예술을 탐색하는 내비게이터>,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2639?menuCd=NS_PRO_CAL,2025-07-02 ~ 2025-09-17,2025-07-02,2025-09-17,https://inmun360.culture.go.kr/b2bc/file/download/43256,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:33,인문네트워크,,,,신청/정원(명),확인하기,031-828-8870,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2639', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
"2025년 길 위의 인문학 「이야기가 만든 세상, 이야기가 만들 세상」",https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2591?menuCd=NS_PRO_CAL,2025-06-25 ~ 2025-09-17,2025-06-25,2025-09-17,https://inmun360.culture.go.kr/b2bc/file/download/42106,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:33,인문네트워크,,,,신청/정원(명),확인하기,02-863-9544,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2591', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
부모 성장 수업: 우리 아이 설명서,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2588?menuCd=NS_PRO_CAL,2025-07-09 ~ 2025-09-17,2025-07-09,2025-09-17,https://inmun360.culture.go.kr/b2bc/file/download/43197,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:33,인문네트워크,,,,신청/정원(명),확인하기,02-858-9080,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2588', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
"김포의 신중년세대, 조선 오백년 미술의 꽃을 함께 피우다.",https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2811?menuCd=NS_PRO_CAL,2025-06-26 ~ 2025-09-18,2025-06-26,2025-09-18,https://inmun360.culture.go.kr/b2bc/file/download/45797,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:33,인문네트워크,,,,신청/정원(명),확인하기,031-5186-4669,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2811', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
문향한방(文香韓方) : 문학의 향기와 한방의 조화,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2802?menuCd=NS_PRO_CAL,2025-07-17 ~ 2025-09-18,2025-07-17,2025-09-18,https://inmun360.culture.go.kr/b2bc/file/download/48917,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:33,인문네트워크,,,,신청/정원(명),확인하기,055-934-0601,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2802', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
나의 반려견에게: 아이와 강아지가 행복한 책 읽기,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2797?menuCd=NS_PRO_CAL,2025-06-26 ~ 2025-09-18,2025-06-26,2025-09-18,https://inmun360.culture.go.kr/b2bc/file/download/45551,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:33,인문네트워크,,,,신청/정원(명),확인하기,031-8075-9168,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2797', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
포항의 선비들_선비들의 詩文으로 세상 읽기,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2663?menuCd=NS_PRO_CAL,2025-07-03 ~ 2025-09-18,2025-07-03,2025-09-18,https://inmun360.culture.go.kr/b2bc/file/download/44078,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:33,인문네트워크,,,,신청/정원(명),확인하기,180133438,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2663', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
심곡도서관,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2628?menuCd=NS_PRO_CAL,2025-06-19 ~ 2025-09-18,2025-06-19,2025-09-18,https://inmun360.culture.go.kr/b2bc/file/download/44120,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:33,인문네트워크,,,,신청/정원(명),확인하기,032-568-0133,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2628', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
2025년 길 위의 인문학 「연대와 증언으로서의 예술」,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2593?menuCd=NS_PRO_CAL,2025-06-19 ~ 2025-09-18,2025-06-19,2025-09-18,https://inmun360.culture.go.kr/b2bc/file/download/42074,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:33,인문네트워크,,,,신청/정원(명),확인하기,02-863-9544,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2593', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
인생이 묻고 그림책이 답하다,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2534?menuCd=NS_PRO_CAL,2025-06-12 ~ 2025-09-18,2025-06-12,2025-09-18,https://inmun360.culture.go.kr/b2bc/file/download/42932,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:33,인문네트워크,,,,신청/정원(명),확인하기,031-391-4546,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2534', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
오페라하우스의 인문학,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2523?menuCd=NS_PRO_CAL,2025-06-12 ~ 2025-09-18,2025-06-12,2025-09-18,https://inmun360.culture.go.kr/b2bc/file/download/42431,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:33,인문네트워크,,,,신청/정원(명),확인하기,02-721-0713,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2523', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
"나를 닮은 노래, 나를 닮은 시",https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2448?menuCd=NS_PRO_CAL,2025-06-19 ~ 2025-09-18,2025-06-19,2025-09-18,https://inmun360.culture.go.kr/b2bc/file/download/42682,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:33,인문네트워크,,,,신청/정원(명),확인하기,051-463-2240,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2448', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
"문학과 나, 사이의 이야기",https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2445?menuCd=NS_PRO_CAL,2025-06-19 ~ 2025-09-18,2025-06-19,2025-09-18,https://inmun360.culture.go.kr/b2bc/file/download/40532,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:33,인문네트워크,,,,신청/정원(명),확인하기,032-561-4117,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2445', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
2025년 「지혜학교」 모집 공고,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2726?menuCd=NS_PRO_CAL,2025-06-27 ~ 2025-09-19,2025-06-27,2025-09-19,https://inmun360.culture.go.kr/b2bc/file/download/44512,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:37,인문네트워크,,,,신청/정원(명),확인하기,053-231-2500,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2726', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
예술의 진화 : 독일 문학과 음악의 융합과 창조의 여정,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2483?menuCd=NS_PRO_CAL,2025-06-20 ~ 2025-09-19,2025-06-20,2025-09-19,https://inmun360.culture.go.kr/b2bc/file/download/51280,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:37,인문네트워크,,,,신청/정원(명),확인하기,051-419-4821,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2483', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
'가족의 재발견' - 영미문학이 가르쳐준 것들,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2472?menuCd=NS_PRO_CAL,2025-05-23 ~ 2025-09-19,2025-05-23,2025-09-19,https://inmun360.culture.go.kr/b2bc/file/download/40724,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:49:37,인문네트워크,,,,신청/정원(명),확인하기,02-2230-2901,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2472', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
